ID,rock_type
TEST_23818,Gneiss
TEST_23819,Weathered_Rock
TEST_23820,Weathered_Rock
TEST_23821,Mud_Sandstone
TEST_23822,Gneiss
TEST_23823,Weathered_Rock
TEST_23824,Weathered_Rock
TEST_23825,Etc
TEST_23826,Gneiss
TEST_23827,Granite
TEST_23828,Gneiss
TEST_23829,Weathered_Rock
TEST_23830,Gneiss
TEST_23831,Weathered_Rock
TEST_23832,Mud_Sandstone
TEST_23833,Weathered_Rock
TEST_23834,Weathered_Rock
TEST_23835,Weathered_Rock
TEST_23836,Weathered_Rock
TEST_23837,Weathered_Rock
TEST_23838,Mud_Sandstone
TEST_23839,Weathered_Rock
TEST_23840,Weathered_Rock
TEST_23841,Weathered_Rock
TEST_23842,Mud_Sandstone
TEST_23843,Weathered_Rock
TEST_23844,Granite
TEST_23845,Weathered_Rock
TEST_23846,Weathered_Rock
TEST_23847,Weathered_Rock
TEST_23848,Mud_Sandstone
TEST_23849,Weathered_Rock
TEST_23850,Mud_Sandstone
TEST_23851,Weathered_Rock
TEST_23852,Mud_Sandstone
TEST_23853,Granite
TEST_23854,Granite
TEST_23855,Weathered_Rock
TEST_23856,Weathered_Rock
TEST_23857,Weathered_Rock
TEST_23858,Granite
TEST_23859,Granite
TEST_23860,Weathered_Rock
TEST_23861,Weathered_Rock
TEST_23862,Weathered_Rock
TEST_23863,Weathered_Rock
TEST_23864,Weathered_Rock
TEST_23865,Weathered_Rock
TEST_23866,Granite
TEST_23867,Weathered_Rock
TEST_23868,Weathered_Rock
TEST_23869,Gneiss
TEST_23870,Mud_Sandstone
TEST_23871,Weathered_Rock
TEST_23872,Weathered_Rock
TEST_23873,Weathered_Rock
TEST_23874,Granite
TEST_23875,Weathered_Rock
TEST_23876,Weathered_Rock
TEST_23877,Granite
TEST_23878,Etc
TEST_23879,Weathered_Rock
TEST_23880,Weathered_Rock
TEST_23881,Weathered_Rock
TEST_23882,Weathered_Rock
TEST_23883,Granite
TEST_23884,Granite
TEST_23885,Weathered_Rock
TEST_23886,Weathered_Rock
TEST_23887,Weathered_Rock
TEST_23888,Weathered_Rock
TEST_23889,Weathered_Rock
TEST_23890,Granite
TEST_23891,Weathered_Rock
TEST_23892,Weathered_Rock
TEST_23893,Mud_Sandstone
TEST_23894,Weathered_Rock
TEST_23895,Weathered_Rock
TEST_23896,Weathered_Rock
TEST_23897,Etc
TEST_23898,Granite
TEST_23899,Weathered_Rock
TEST_23900,Mud_Sandstone
TEST_23901,Weathered_Rock
TEST_23902,Mud_Sandstone
TEST_23903,Granite
TEST_23904,Weathered_Rock
TEST_23905,Weathered_Rock
TEST_23906,Gneiss
TEST_23907,Gneiss
TEST_23908,Granite
TEST_23909,Granite
TEST_23910,Gneiss
TEST_23911,Gneiss
TEST_23912,Gneiss
TEST_23913,Weathered_Rock
TEST_23914,Gneiss
TEST_23915,Weathered_Rock
TEST_23916,Mud_Sandstone
TEST_23917,Gneiss
TEST_23918,Gneiss
TEST_23919,Gneiss
TEST_23920,Gneiss
TEST_23921,Mud_Sandstone
TEST_23922,Etc
TEST_23923,Gneiss
TEST_23924,Gneiss
TEST_23925,Gneiss
TEST_23926,Gneiss
TEST_23927,Gneiss
TEST_23928,Gneiss
TEST_23929,Gneiss
TEST_23930,Gneiss
TEST_23931,Gneiss
TEST_23932,Gneiss
TEST_23933,Gneiss
TEST_23934,Gneiss
TEST_23935,Gneiss
TEST_23936,Mud_Sandstone
TEST_23937,Gneiss
TEST_23938,Gneiss
TEST_23939,Mud_Sandstone
TEST_23940,Gneiss
TEST_23941,Gneiss
TEST_23942,Gneiss
TEST_23943,Gneiss
TEST_23944,Gneiss
TEST_23945,Gneiss
TEST_23946,Gneiss
TEST_23947,Gneiss
TEST_23948,Gneiss
TEST_23949,Gneiss
TEST_23950,Gneiss
TEST_23951,Gneiss
TEST_23952,Mud_Sandstone
TEST_23953,Gneiss
TEST_23954,Gneiss
TEST_23955,Gneiss
TEST_23956,Gneiss
TEST_23957,Gneiss
TEST_23958,Gneiss
TEST_23959,Gneiss
TEST_23960,Etc
TEST_23961,Mud_Sandstone
TEST_23962,Granite
TEST_23963,Gneiss
TEST_23964,Mud_Sandstone
TEST_23965,Granite
TEST_23966,Gneiss
TEST_23967,Gneiss
TEST_23968,Gneiss
TEST_23969,Gneiss
TEST_23970,Etc
TEST_23971,Gneiss
TEST_23972,Gneiss
TEST_23973,Gneiss
TEST_23974,Gneiss
TEST_23975,Gneiss
TEST_23976,Gneiss
TEST_23977,Granite
TEST_23978,Weathered_Rock
TEST_23979,Gneiss
TEST_23980,Gneiss
TEST_23981,Gneiss
TEST_23982,Gneiss
TEST_23983,Gneiss
TEST_23984,Weathered_Rock
TEST_23985,Gneiss
TEST_23986,Weathered_Rock
TEST_23987,Gneiss
TEST_23988,Etc
TEST_23989,Gneiss
TEST_23990,Gneiss
TEST_23991,Gneiss
TEST_23992,Gneiss
TEST_23993,Weathered_Rock
TEST_23994,Gneiss
TEST_23995,Etc
TEST_23996,Weathered_Rock
TEST_23997,Mud_Sandstone
TEST_23998,Mud_Sandstone
TEST_23999,Gneiss
TEST_24000,Gneiss
TEST_24001,Gneiss
TEST_24002,Etc
TEST_24003,Weathered_Rock
TEST_24004,Etc
TEST_24005,Etc
TEST_24006,Gneiss
TEST_24007,Etc
TEST_24008,Weathered_Rock
TEST_24009,Gneiss
TEST_24010,Gneiss
TEST_24011,Weathered_Rock
TEST_24012,Etc
TEST_24013,Gneiss
TEST_24014,Etc
TEST_24015,Etc
TEST_24016,Etc
TEST_24017,Granite
TEST_24018,Gneiss
TEST_24019,Etc
TEST_24020,Gneiss
TEST_24021,Etc
TEST_24022,Gneiss
TEST_24023,Gneiss
TEST_24024,Etc
TEST_24025,Mud_Sandstone
TEST_24026,Gneiss
TEST_24027,Gneiss
TEST_24028,Granite
TEST_24029,Granite
TEST_24030,Gneiss
TEST_24031,Gneiss
TEST_24032,Gneiss
TEST_24033,Gneiss
TEST_24034,Gneiss
TEST_24035,Gneiss
TEST_24036,Gneiss
TEST_24037,Gneiss
TEST_24038,Gneiss
TEST_24039,Gneiss
TEST_24040,Gneiss
TEST_24041,Gneiss
TEST_24042,Etc
TEST_24043,Mud_Sandstone
TEST_24044,Weathered_Rock
TEST_24045,Gneiss
TEST_24046,Granite
TEST_24047,Etc
TEST_24048,Etc
TEST_24049,Etc
TEST_24050,Etc
TEST_24051,Weathered_Rock
TEST_24052,Etc
TEST_24053,Granite
TEST_24054,Gneiss
TEST_24055,Gneiss
TEST_24056,Gneiss
TEST_24057,Granite
TEST_24058,Gneiss
TEST_24059,Granite
TEST_24060,Gneiss
TEST_24061,Etc
TEST_24062,Granite
TEST_24063,Gneiss
TEST_24064,Granite
TEST_24065,Gneiss
TEST_24066,Etc
TEST_24067,Gneiss
TEST_24068,Gneiss
TEST_24069,Gneiss
TEST_24070,Gneiss
TEST_24071,Gneiss
TEST_24072,Gneiss
TEST_24073,Gneiss
TEST_24074,Mud_Sandstone
TEST_24075,Granite
TEST_24076,Gneiss
TEST_24077,Gneiss
TEST_24078,Gneiss
TEST_24079,Gneiss
TEST_24080,Granite
TEST_24081,Gneiss
TEST_24082,Gneiss
TEST_24083,Gneiss
TEST_24084,Gneiss
TEST_24085,Etc
TEST_24086,Gneiss
TEST_24087,Gneiss
TEST_24088,Gneiss
TEST_24089,Gneiss
TEST_24090,Gneiss
TEST_24091,Granite
TEST_24092,Gneiss
TEST_24093,Mud_Sandstone
TEST_24094,Mud_Sandstone
TEST_24095,Gneiss
TEST_24096,Gneiss
TEST_24097,Gneiss
TEST_24098,Gneiss
TEST_24099,Gneiss
TEST_24100,Gneiss
TEST_24101,Mud_Sandstone
TEST_24102,Gneiss
TEST_24103,Gneiss
TEST_24104,Gneiss
TEST_24105,Gneiss
TEST_24106,Weathered_Rock
TEST_24107,Gneiss
TEST_24108,Gneiss
TEST_24109,Gneiss
TEST_24110,Gneiss
TEST_24111,Gneiss
TEST_24112,Gneiss
TEST_24113,Mud_Sandstone
TEST_24114,Gneiss
TEST_24115,Gneiss
TEST_24116,Gneiss
TEST_24117,Gneiss
TEST_24118,Gneiss
TEST_24119,Gneiss
TEST_24120,Gneiss
TEST_24121,Gneiss
TEST_24122,Gneiss
TEST_24123,Gneiss
TEST_24124,Gneiss
TEST_24125,Gneiss
TEST_24126,Gneiss
TEST_24127,Granite
TEST_24128,Basalt
TEST_24129,Gneiss
TEST_24130,Gneiss
TEST_24131,Gneiss
TEST_24132,Gneiss
TEST_24133,Gneiss
TEST_24134,Gneiss
TEST_24135,Gneiss
TEST_24136,Gneiss
TEST_24137,Gneiss
TEST_24138,Gneiss
TEST_24139,Gneiss
TEST_24140,Weathered_Rock
TEST_24141,Weathered_Rock
TEST_24142,Weathered_Rock
TEST_24143,Weathered_Rock
TEST_24144,Gneiss
TEST_24145,Gneiss
TEST_24146,Weathered_Rock
TEST_24147,Gneiss
TEST_24148,Granite
TEST_24149,Weathered_Rock
TEST_24150,Weathered_Rock
TEST_24151,Weathered_Rock
TEST_24152,Mud_Sandstone
TEST_24153,Etc
TEST_24154,Gneiss
TEST_24155,Gneiss
TEST_24156,Basalt
TEST_24157,Granite
TEST_24158,Granite
TEST_24159,Gneiss
TEST_24160,Etc
TEST_24161,Gneiss
TEST_24162,Granite
TEST_24163,Gneiss
TEST_24164,Gneiss
TEST_24165,Andesite
TEST_24166,Gneiss
TEST_24167,Gneiss
TEST_24168,Granite
TEST_24169,Etc
TEST_24170,Gneiss
TEST_24171,Gneiss
TEST_24172,Weathered_Rock
TEST_24173,Gneiss
TEST_24174,Weathered_Rock
TEST_24175,Etc
TEST_24176,Mud_Sandstone
TEST_24177,Gneiss
TEST_24178,Gneiss
TEST_24179,Gneiss
TEST_24180,Basalt
TEST_24181,Gneiss
TEST_24182,Gneiss
TEST_24183,Etc
TEST_24184,Gneiss
TEST_24185,Gneiss
TEST_24186,Basalt
TEST_24187,Gneiss
TEST_24188,Gneiss
TEST_24189,Gneiss
TEST_24190,Gneiss
TEST_24191,Mud_Sandstone
TEST_24192,Basalt
TEST_24193,Gneiss
TEST_24194,Granite
TEST_24195,Etc
TEST_24196,Gneiss
TEST_24197,Gneiss
TEST_24198,Granite
TEST_24199,Granite
TEST_24200,Gneiss
TEST_24201,Granite
TEST_24202,Gneiss
TEST_24203,Gneiss
TEST_24204,Basalt
TEST_24205,Gneiss
TEST_24206,Weathered_Rock
TEST_24207,Weathered_Rock
TEST_24208,Mud_Sandstone
TEST_24209,Mud_Sandstone
TEST_24210,Mud_Sandstone
TEST_24211,Granite
TEST_24212,Mud_Sandstone
TEST_24213,Etc
TEST_24214,Gneiss
TEST_24215,Gneiss
TEST_24216,Gneiss
TEST_24217,Mud_Sandstone
TEST_24218,Andesite
TEST_24219,Gneiss
TEST_24220,Gneiss
TEST_24221,Gneiss
TEST_24222,Gneiss
TEST_24223,Gneiss
TEST_24224,Etc
TEST_24225,Gneiss
TEST_24226,Gneiss
TEST_24227,Andesite
TEST_24228,Mud_Sandstone
TEST_24229,Weathered_Rock
TEST_24230,Granite
TEST_24231,Gneiss
TEST_24232,Granite
TEST_24233,Basalt
TEST_24234,Granite
TEST_24235,Granite
TEST_24236,Basalt
TEST_24237,Gneiss
TEST_24238,Gneiss
TEST_24239,Gneiss
TEST_24240,Gneiss
TEST_24241,Mud_Sandstone
TEST_24242,Gneiss
TEST_24243,Gneiss
TEST_24244,Gneiss
TEST_24245,Gneiss
TEST_24246,Gneiss
TEST_24247,Granite
TEST_24248,Mud_Sandstone
TEST_24249,Gneiss
TEST_24250,Granite
TEST_24251,Gneiss
TEST_24252,Weathered_Rock
TEST_24253,Mud_Sandstone
TEST_24254,Gneiss
TEST_24255,Gneiss
TEST_24256,Gneiss
TEST_24257,Gneiss
TEST_24258,Granite
TEST_24259,Gneiss
TEST_24260,Weathered_Rock
TEST_24261,Gneiss
TEST_24262,Granite
TEST_24263,Granite
TEST_24264,Gneiss
TEST_24265,Gneiss
TEST_24266,Gneiss
TEST_24267,Gneiss
TEST_24268,Gneiss
TEST_24269,Etc
TEST_24270,Etc
TEST_24271,Gneiss
TEST_24272,Gneiss
TEST_24273,Gneiss
TEST_24274,Gneiss
TEST_24275,Gneiss
TEST_24276,Gneiss
TEST_24277,Gneiss
TEST_24278,Gneiss
TEST_24279,Gneiss
TEST_24280,Gneiss
TEST_24281,Mud_Sandstone
TEST_24282,Gneiss
TEST_24283,Gneiss
TEST_24284,Mud_Sandstone
TEST_24285,Gneiss
TEST_24286,Mud_Sandstone
TEST_24287,Gneiss
TEST_24288,Andesite
TEST_24289,Granite
TEST_24290,Gneiss
TEST_24291,Gneiss
TEST_24292,Gneiss
TEST_24293,Etc
TEST_24294,Etc
TEST_24295,Gneiss
TEST_24296,Gneiss
TEST_24297,Gneiss
TEST_24298,Weathered_Rock
TEST_24299,Etc
TEST_24300,Gneiss
TEST_24301,Weathered_Rock
TEST_24302,Granite
TEST_24303,Granite
TEST_24304,Weathered_Rock
TEST_24305,Gneiss
TEST_24306,Etc
TEST_24307,Etc
TEST_24308,Mud_Sandstone
TEST_24309,Gneiss
TEST_24310,Mud_Sandstone
TEST_24311,Gneiss
TEST_24312,Gneiss
TEST_24313,Gneiss
TEST_24314,Granite
TEST_24315,Gneiss
TEST_24316,Etc
TEST_24317,Weathered_Rock
TEST_24318,Mud_Sandstone
TEST_24319,Weathered_Rock
TEST_24320,Etc
TEST_24321,Mud_Sandstone
TEST_24322,Etc
TEST_24323,Gneiss
TEST_24324,Gneiss
TEST_24325,Mud_Sandstone
TEST_24326,Gneiss
TEST_24327,Etc
TEST_24328,Etc
TEST_24329,Gneiss
TEST_24330,Mud_Sandstone
TEST_24331,Basalt
TEST_24332,Gneiss
TEST_24333,Mud_Sandstone
TEST_24334,Mud_Sandstone
TEST_24335,Gneiss
TEST_24336,Andesite
TEST_24337,Gneiss
TEST_24338,Mud_Sandstone
TEST_24339,Gneiss
TEST_24340,Gneiss
TEST_24341,Gneiss
TEST_24342,Etc
TEST_24343,Mud_Sandstone
TEST_24344,Gneiss
TEST_24345,Gneiss
TEST_24346,Weathered_Rock
TEST_24347,Gneiss
TEST_24348,Weathered_Rock
TEST_24349,Gneiss
TEST_24350,Gneiss
TEST_24351,Basalt
TEST_24352,Gneiss
TEST_24353,Gneiss
TEST_24354,Gneiss
TEST_24355,Gneiss
TEST_24356,Weathered_Rock
TEST_24357,Gneiss
TEST_24358,Weathered_Rock
TEST_24359,Gneiss
TEST_24360,Basalt
TEST_24361,Weathered_Rock
TEST_24362,Etc
TEST_24363,Weathered_Rock
TEST_24364,Gneiss
TEST_24365,Gneiss
TEST_24366,Gneiss
TEST_24367,Etc
TEST_24368,Weathered_Rock
TEST_24369,Gneiss
TEST_24370,Gneiss
TEST_24371,Gneiss
TEST_24372,Gneiss
TEST_24373,Gneiss
TEST_24374,Gneiss
TEST_24375,Gneiss
TEST_24376,Mud_Sandstone
TEST_24377,Granite
TEST_24378,Granite
TEST_24379,Granite
TEST_24380,Granite
TEST_24381,Etc
TEST_24382,Weathered_Rock
TEST_24383,Mud_Sandstone
TEST_24384,Basalt
TEST_24385,Basalt
TEST_24386,Gneiss
TEST_24387,Gneiss
TEST_24388,Gneiss
TEST_24389,Gneiss
TEST_24390,Weathered_Rock
TEST_24391,Granite
TEST_24392,Gneiss
TEST_24393,Weathered_Rock
TEST_24394,Granite
TEST_24395,Weathered_Rock
TEST_24396,Granite
TEST_24397,Andesite
TEST_24398,Gneiss
TEST_24399,Mud_Sandstone
TEST_24400,Andesite
TEST_24401,Gneiss
TEST_24402,Granite
TEST_24403,Granite
TEST_24404,Granite
TEST_24405,Gneiss
TEST_24406,Gneiss
TEST_24407,Gneiss
TEST_24408,Gneiss
TEST_24409,Gneiss
TEST_24410,Weathered_Rock
TEST_24411,Weathered_Rock
TEST_24412,Gneiss
TEST_24413,Gneiss
TEST_24414,Gneiss
TEST_24415,Gneiss
TEST_24416,Gneiss
TEST_24417,Andesite
TEST_24418,Mud_Sandstone
TEST_24419,Mud_Sandstone
TEST_24420,Mud_Sandstone
TEST_24421,Mud_Sandstone
TEST_24422,Gneiss
TEST_24423,Mud_Sandstone
TEST_24424,Mud_Sandstone
TEST_24425,Mud_Sandstone
TEST_24426,Mud_Sandstone
TEST_24427,Weathered_Rock
TEST_24428,Weathered_Rock
TEST_24429,Mud_Sandstone
TEST_24430,Mud_Sandstone
TEST_24431,Mud_Sandstone
TEST_24432,Mud_Sandstone
TEST_24433,Mud_Sandstone
TEST_24434,Mud_Sandstone
TEST_24435,Mud_Sandstone
TEST_24436,Mud_Sandstone
TEST_24437,Mud_Sandstone
TEST_24438,Mud_Sandstone
TEST_24439,Gneiss
TEST_24440,Mud_Sandstone
TEST_24441,Mud_Sandstone
TEST_24442,Mud_Sandstone
TEST_24443,Mud_Sandstone
TEST_24444,Mud_Sandstone
TEST_24445,Gneiss
TEST_24446,Mud_Sandstone
TEST_24447,Mud_Sandstone
TEST_24448,Gneiss
TEST_24449,Mud_Sandstone
TEST_24450,Gneiss
TEST_24451,Mud_Sandstone
TEST_24452,Gneiss
TEST_24453,Gneiss
TEST_24454,Mud_Sandstone
TEST_24455,Mud_Sandstone
TEST_24456,Gneiss
TEST_24457,Mud_Sandstone
TEST_24458,Andesite
TEST_24459,Mud_Sandstone
TEST_24460,Mud_Sandstone
TEST_24461,Mud_Sandstone
TEST_24462,Mud_Sandstone
TEST_24463,Mud_Sandstone
TEST_24464,Granite
TEST_24465,Basalt
TEST_24466,Mud_Sandstone
TEST_24467,Mud_Sandstone
TEST_24468,Gneiss
TEST_24469,Mud_Sandstone
TEST_24470,Gneiss
TEST_24471,Gneiss
TEST_24472,Gneiss
TEST_24473,Gneiss
TEST_24474,Mud_Sandstone
TEST_24475,Mud_Sandstone
TEST_24476,Mud_Sandstone
TEST_24477,Gneiss
TEST_24478,Gneiss
TEST_24479,Gneiss
TEST_24480,Mud_Sandstone
TEST_24481,Mud_Sandstone
TEST_24482,Mud_Sandstone
TEST_24483,Gneiss
TEST_24484,Mud_Sandstone
TEST_24485,Mud_Sandstone
TEST_24486,Mud_Sandstone
TEST_24487,Gneiss
TEST_24488,Gneiss
TEST_24489,Mud_Sandstone
TEST_24490,Gneiss
TEST_24491,Mud_Sandstone
TEST_24492,Mud_Sandstone
TEST_24493,Gneiss
TEST_24494,Gneiss
TEST_24495,Mud_Sandstone
TEST_24496,Mud_Sandstone
TEST_24497,Mud_Sandstone
TEST_24498,Mud_Sandstone
TEST_24499,Mud_Sandstone
TEST_24500,Gneiss
TEST_24501,Mud_Sandstone
TEST_24502,Mud_Sandstone
TEST_24503,Mud_Sandstone
TEST_24504,Granite
TEST_24505,Gneiss
TEST_24506,Mud_Sandstone
TEST_24507,Mud_Sandstone
TEST_24508,Mud_Sandstone
TEST_24509,Mud_Sandstone
TEST_24510,Mud_Sandstone
TEST_24511,Mud_Sandstone
TEST_24512,Mud_Sandstone
TEST_24513,Mud_Sandstone
TEST_24514,Mud_Sandstone
TEST_24515,Mud_Sandstone
TEST_24516,Mud_Sandstone
TEST_24517,Mud_Sandstone
TEST_24518,Mud_Sandstone
TEST_24519,Gneiss
TEST_24520,Mud_Sandstone
TEST_24521,Mud_Sandstone
TEST_24522,Gneiss
TEST_24523,Gneiss
TEST_24524,Mud_Sandstone
TEST_24525,Mud_Sandstone
TEST_24526,Gneiss
TEST_24527,Etc
TEST_24528,Mud_Sandstone
TEST_24529,Granite
TEST_24530,Weathered_Rock
TEST_24531,Gneiss
TEST_24532,Mud_Sandstone
TEST_24533,Mud_Sandstone
TEST_24534,Gneiss
TEST_24535,Mud_Sandstone
TEST_24536,Gneiss
TEST_24537,Mud_Sandstone
TEST_24538,Mud_Sandstone
TEST_24539,Mud_Sandstone
TEST_24540,Mud_Sandstone
TEST_24541,Mud_Sandstone
TEST_24542,Mud_Sandstone
TEST_24543,Gneiss
TEST_24544,Mud_Sandstone
TEST_24545,Mud_Sandstone
TEST_24546,Basalt
TEST_24547,Basalt
TEST_24548,Andesite
TEST_24549,Basalt
TEST_24550,Mud_Sandstone
TEST_24551,Gneiss
TEST_24552,Mud_Sandstone
TEST_24553,Mud_Sandstone
TEST_24554,Mud_Sandstone
TEST_24555,Mud_Sandstone
TEST_24556,Mud_Sandstone
TEST_24557,Gneiss
TEST_24558,Gneiss
TEST_24559,Mud_Sandstone
TEST_24560,Gneiss
TEST_24561,Mud_Sandstone
TEST_24562,Mud_Sandstone
TEST_24563,Gneiss
TEST_24564,Mud_Sandstone
TEST_24565,Mud_Sandstone
TEST_24566,Mud_Sandstone
TEST_24567,Gneiss
TEST_24568,Mud_Sandstone
TEST_24569,Weathered_Rock
TEST_24570,Mud_Sandstone
TEST_24571,Mud_Sandstone
TEST_24572,Weathered_Rock
TEST_24573,Andesite
TEST_24574,Mud_Sandstone
TEST_24575,Gneiss
TEST_24576,Gneiss
TEST_24577,Mud_Sandstone
TEST_24578,Mud_Sandstone
TEST_24579,Mud_Sandstone
TEST_24580,Mud_Sandstone
TEST_24581,Mud_Sandstone
TEST_24582,Basalt
TEST_24583,Mud_Sandstone
TEST_24584,Basalt
TEST_24585,Mud_Sandstone
TEST_24586,Basalt
TEST_24587,Gneiss
TEST_24588,Gneiss
TEST_24589,Gneiss
TEST_24590,Gneiss
TEST_24591,Mud_Sandstone
TEST_24592,Mud_Sandstone
TEST_24593,Basalt
TEST_24594,Mud_Sandstone
TEST_24595,Basalt
TEST_24596,Basalt
TEST_24597,Basalt
TEST_24598,Basalt
TEST_24599,Gneiss
TEST_24600,Basalt
TEST_24601,Gneiss
TEST_24602,Basalt
TEST_24603,Mud_Sandstone
TEST_24604,Mud_Sandstone
TEST_24605,Mud_Sandstone
TEST_24606,Basalt
TEST_24607,Basalt
TEST_24608,Basalt
TEST_24609,Mud_Sandstone
TEST_24610,Mud_Sandstone
TEST_24611,Weathered_Rock
TEST_24612,Mud_Sandstone
TEST_24613,Basalt
TEST_24614,Basalt
TEST_24615,Mud_Sandstone
TEST_24616,Mud_Sandstone
TEST_24617,Mud_Sandstone
TEST_24618,Gneiss
TEST_24619,Basalt
TEST_24620,Gneiss
TEST_24621,Basalt
TEST_24622,Basalt
TEST_24623,Basalt
TEST_24624,Basalt
TEST_24625,Basalt
TEST_24626,Gneiss
TEST_24627,Mud_Sandstone
TEST_24628,Gneiss
TEST_24629,Gneiss
TEST_24630,Basalt
TEST_24631,Mud_Sandstone
TEST_24632,Mud_Sandstone
TEST_24633,Mud_Sandstone
TEST_24634,Mud_Sandstone
TEST_24635,Andesite
TEST_24636,Gneiss
TEST_24637,Gneiss
TEST_24638,Mud_Sandstone
TEST_24639,Mud_Sandstone
TEST_24640,Basalt
TEST_24641,Gneiss
TEST_24642,Mud_Sandstone
TEST_24643,Gneiss
TEST_24644,Gneiss
TEST_24645,Basalt
TEST_24646,Basalt
TEST_24647,Mud_Sandstone
TEST_24648,Gneiss
TEST_24649,Weathered_Rock
TEST_24650,Andesite
TEST_24651,Mud_Sandstone
TEST_24652,Basalt
TEST_24653,Gneiss
TEST_24654,Gneiss
TEST_24655,Mud_Sandstone
TEST_24656,Mud_Sandstone
TEST_24657,Mud_Sandstone
TEST_24658,Gneiss
TEST_24659,Mud_Sandstone
TEST_24660,Mud_Sandstone
TEST_24661,Mud_Sandstone
TEST_24662,Mud_Sandstone
TEST_24663,Mud_Sandstone
TEST_24664,Mud_Sandstone
TEST_24665,Mud_Sandstone
TEST_24666,Gneiss
TEST_24667,Mud_Sandstone
TEST_24668,Mud_Sandstone
TEST_24669,Gneiss
TEST_24670,Weathered_Rock
TEST_24671,Gneiss
TEST_24672,Basalt
TEST_24673,Weathered_Rock
TEST_24674,Mud_Sandstone
TEST_24675,Weathered_Rock
TEST_24676,Mud_Sandstone
TEST_24677,Mud_Sandstone
TEST_24678,Weathered_Rock
TEST_24679,Weathered_Rock
TEST_24680,Basalt
TEST_24681,Gneiss
TEST_24682,Weathered_Rock
TEST_24683,Weathered_Rock
TEST_24684,Gneiss
TEST_24685,Basalt
TEST_24686,Mud_Sandstone
TEST_24687,Basalt
TEST_24688,Mud_Sandstone
TEST_24689,Weathered_Rock
TEST_24690,Weathered_Rock
TEST_24691,Gneiss
TEST_24692,Basalt
TEST_24693,Basalt
TEST_24694,Basalt
TEST_24695,Mud_Sandstone
TEST_24696,Mud_Sandstone
TEST_24697,Basalt
TEST_24698,Basalt
TEST_24699,Gneiss
TEST_24700,Basalt
TEST_24701,Weathered_Rock
TEST_24702,Mud_Sandstone
TEST_24703,Mud_Sandstone
TEST_24704,Mud_Sandstone
TEST_24705,Basalt
TEST_24706,Weathered_Rock
TEST_24707,Gneiss
TEST_24708,Gneiss
TEST_24709,Mud_Sandstone
TEST_24710,Mud_Sandstone
TEST_24711,Gneiss
TEST_24712,Basalt
TEST_24713,Mud_Sandstone
TEST_24714,Mud_Sandstone
TEST_24715,Basalt
TEST_24716,Basalt
TEST_24717,Gneiss
TEST_24718,Mud_Sandstone
TEST_24719,Mud_Sandstone
TEST_24720,Mud_Sandstone
TEST_24721,Mud_Sandstone
TEST_24722,Basalt
TEST_24723,Gneiss
TEST_24724,Mud_Sandstone
TEST_24725,Basalt
TEST_24726,Basalt
TEST_24727,Andesite
TEST_24728,Mud_Sandstone
TEST_24729,Basalt
TEST_24730,Basalt
TEST_24731,Mud_Sandstone
TEST_24732,Basalt
TEST_24733,Mud_Sandstone
TEST_24734,Mud_Sandstone
TEST_24735,Weathered_Rock
TEST_24736,Mud_Sandstone
TEST_24737,Basalt
TEST_24738,Mud_Sandstone
TEST_24739,Weathered_Rock
TEST_24740,Basalt
TEST_24741,Mud_Sandstone
TEST_24742,Basalt
TEST_24743,Basalt
TEST_24744,Basalt
TEST_24745,Mud_Sandstone
TEST_24746,Gneiss
TEST_24747,Mud_Sandstone
TEST_24748,Weathered_Rock
TEST_24749,Mud_Sandstone
TEST_24750,Weathered_Rock
TEST_24751,Weathered_Rock
TEST_24752,Basalt
TEST_24753,Weathered_Rock
TEST_24754,Mud_Sandstone
TEST_24755,Andesite
TEST_24756,Mud_Sandstone
TEST_24757,Mud_Sandstone
TEST_24758,Gneiss
TEST_24759,Basalt
TEST_24760,Mud_Sandstone
TEST_24761,Basalt
TEST_24762,Mud_Sandstone
TEST_24763,Basalt
TEST_24764,Gneiss
TEST_24765,Mud_Sandstone
TEST_24766,Mud_Sandstone
TEST_24767,Mud_Sandstone
TEST_24768,Weathered_Rock
TEST_24769,Weathered_Rock
TEST_24770,Mud_Sandstone
TEST_24771,Basalt
TEST_24772,Basalt
TEST_24773,Mud_Sandstone
TEST_24774,Mud_Sandstone
TEST_24775,Weathered_Rock
TEST_24776,Gneiss
TEST_24777,Basalt
TEST_24778,Mud_Sandstone
TEST_24779,Gneiss
TEST_24780,Basalt
TEST_24781,Gneiss
TEST_24782,Mud_Sandstone
TEST_24783,Basalt
TEST_24784,Mud_Sandstone
TEST_24785,Basalt
TEST_24786,Basalt
TEST_24787,Gneiss
TEST_24788,Gneiss
TEST_24789,Mud_Sandstone
TEST_24790,Basalt
TEST_24791,Weathered_Rock
TEST_24792,Gneiss
TEST_24793,Mud_Sandstone
TEST_24794,Basalt
TEST_24795,Gneiss
TEST_24796,Gneiss
TEST_24797,Basalt
TEST_24798,Andesite
TEST_24799,Gneiss
TEST_24800,Mud_Sandstone
TEST_24801,Mud_Sandstone
TEST_24802,Gneiss
TEST_24803,Basalt
TEST_24804,Basalt
TEST_24805,Gneiss
TEST_24806,Mud_Sandstone
TEST_24807,Basalt
TEST_24808,Basalt
TEST_24809,Gneiss
TEST_24810,Basalt
TEST_24811,Basalt
TEST_24812,Gneiss
TEST_24813,Mud_Sandstone
TEST_24814,Basalt
